Antilles,47.2037987,-1.5695544
Argentina,-34.9964962,-64.9672816
Australia,-24.7761085,134.755
Azerbaijan,40.3936294,47.7872508
Bangladesh,24.4768783,90.2932426
Barbados,13.1500331,-59.5250304
Belarus,53.4250605,27.6971358
Belize,16.8259793,-88.7600926
Bermuda,32.3018217,-64.7603582
Rio Grande do Sul,-29.8517999,-53.7672249
Bulgaria,42.6073975,25.4856617
Canada,61.0666922,-107.991707
Canary Islands,28.5306525,-15.7464438
Cape Verde Islands,16.0000552,-24.0083946
Central America,-20.4859417,-54.6183864
Cuba,23.0131338,-80.8328747
Czech Republic,49.8167003,15.4749544
Ecuador,-1.3397667,-79.3666964
Galapagos,40.6965903,-3.3379592
Georgia,41.6809707,44.0287382
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Guyana,4.8417097,-58.641689
Hawaii,21.2160437,-157.9752029
Hungary,47.1817585,19.5060937
Assam,26.4073841,93.2551303
Bihar,25.6440845,85.906508
Jammu & Kashmir,34.0476564,76.7972892
Jharkhand,23.4559809,85.2557301
Karnataka,14.5203896,75.7223521
Kerala,10.3529588,76.5119752
Meghalaya,25.5379432,91.2999102
Odisha,20.5431241,84.6897321
Tamil Nadu,10.9094334,78.3665347
Uttar Pradesh,27.1303344,80.859666
Uttarakhand,30.0417376,79.089691
West Bengal,22.9964948,87.6855882
Java (+ Bali),-6.3472901,106.779011
Iran,32.9407496,52.9471344
Italy,42.6384261,12.674297
Ivory Coast,7.9897371,-5.5679457
Jamaica,18.1850507,-77.3947692
Japan,36.5748441,139.2394179
Korea North,61.18541105,6.8135088335
Malaysia,2.3923759,112.8471939
Mexico,19.4326009,-99.1333415
Netherlands,52.2379891,5.53460738162
New Zealand,-41.500083,172.8344077
Beijing (Peking),39.9059631,116.391248
Gansu (Kansu),39.054054,99.091892
Guangxi (Kwangsi),24.0,109.0
Hainan,19.2000001,109.5999999
Hebei,39.0000001,116.0
Hunan (Hunan),27.9995878,112.009538
Jiangsu (Kiangsu),33.0000001,119.9999999
Jilin (Kirin),42.9995032,125.9816054
Portugal,40.033265,-7.8896262
Bryansk Oblast,52.8873315,33.415853
Chechno-Ingush ASSR,43.3976147,45.6985005
Ivanovo Oblast,56.9167446,41.4352137
Kaluga (Kaluzhka) Oblast,54.5101087,36.2598115
Karachai-Cherkess AR,44.2250248,42.056765
Moscow Oblast,55.5043158,38.0353929
Nizhniy Novgorod Oblast,56.3278821,44.0072897
Penza Oblast,53.1655415,44.7879181
Rostov Oblast,47.6222451,40.7957942
St. Petersberg (Leningrad),59.9393657,30.3153628
Sverdlovsk Oblast,58.6414755,61.8021546
Voronezh Oblast,50.9800393,40.1506507
Saudi Arabia,25.6242618,42.3528328
Senegal,14.4750607,-14.4529611
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
Sri Lanka,7.878,80.7038245875
Sweden,59.6749712,14.5208584
Thailand,14.8971921,100.83273
Trinidad & Tobago,10.8677845,-60.9821066
Turkey,38.9597594,34.9249653
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
Wales,52.2928116,-3.7389299
California,36.7014631,-118.7559973
Florida,27.7567667,-81.4639834
Minnesota,45.9896587,-94.6113287
New York,40.7305991,-73.9865811
South Carolina,33.6874388,-80.4363742
Washington,38.8949549,-77.0366455
Wisconsin,44.4308975,-89.6884636
Uruguay,-32.8755547,-56.0201524
Venezuela,8.0018709,-66.1109317
