Australia,-24.7761085,134.755
Austria,47.2000338,13.199959
Bosnia Hercegovina,44.3053476,17.5961467
Bulgaria,42.6073975,25.4856617
Canary Islands,28.5306525,-15.7464438
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Hungary,47.1817585,19.5060937
Iran,32.9407496,52.9471344
Italy,42.6384261,12.674297
Macedonia,41.6171214,21.7168387
Moldova,47.286747,28.5110236
Montenegro,43.0285558,19.291739
Netherlands,52.2379891,5.53460738162
New Zealand,-41.500083,172.8344077
Norway,64.574131,11.5270102892
Gansu (Kansu),39.054054,99.091892
Guangxi (Kwangsi),24.0,109.0
Hubei (Hupeh),31.0,112.0
Sichuan (Szechwan),32.41875,102.6366383
Xinjiang Uygur (Sinkiang),41.5,85.5
Xizang (Tibet),32.0000002,89.9999998
Yunnan,25.0,102.0
Romania,45.9852129,24.6859225
Adygey AO (Adigei),44.6939006,40.1520421
Kaluga (Kaluzhka) Oblast,54.5101087,36.2598115
Novgorod Oblast,58.2843833,32.5169757
Primor'ye Kray,45.0819456,134.726645
St. Petersberg (Leningrad),59.9393657,30.3153628
Sverdlovsk Oblast,58.6414755,61.8021546
Ul'yanovsk Oblast,54.1463177,47.2324921
Voronezh Oblast,50.9800393,40.1506507
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
Slovenia,45.8133113,14.4808369
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Turkey,38.9597594,34.9249653
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
