Azerbaijan,40.3936294,47.7872508
Bermuda,32.3018217,-64.7603582
France,46.603354,1.8883335
Georgia,41.6809707,44.0287382
Germany,51.0834196,10.4234469
Iran,32.9407496,52.9471344
Israel,30.8760272,35.0015196
Italy,42.6384261,12.674297
Japan,36.5748441,139.2394179
Fujian (Fukien),26.5450001,117.842778
Guangdong (Kwangtung),23.1357694,113.1982688
Heilongjiang (HeilungKiang),48.0000047,127.999992
Liaoning,40.9975197,122.9955469
Peru,-6.8699696,-75.0458514
Spain,40.0028028,-4.0031039
Switzerland,46.7985624,8.2319736
Trinidad & Tobago,10.8677845,-60.9821066
Tunisia,33.8439408,9.400138
District of Columbia,38.8949549,-77.0366455
Florida,27.7567667,-81.4639834
Louisiana,30.8703881,-92.0071259
Texas,31.8160381,-99.5120985
