Bangladesh,24.4768783,90.2932426
Guam,13.4501257,144.75755103
Hawaii,21.2160437,-157.9752029
India,22.3511148,78.6677428
Java (+ Bali),-6.3472901,106.779011
Japan,36.5748441,139.2394179
Korea, South,37.5540282,126.7893535
Malaysia,2.3923759,112.8471939
Mauritius,-20.275945,57.5703566
Nepal,28.1082107,84.0917515
Pakistan,30.3308401,71.247499
Guangdong (Kwangtung),23.1357694,113.1982688
Jiangsu (Kiangsu),33.0000001,119.9999999
Zhejiang (Chekiang),29.0000001,119.9999999
Philippines,12.7503486,122.7312101
Primor'ye Kray,45.0819456,134.726645
Sri Lanka,7.878,80.7038245875
Taiwan,23.9739374,120.9820179
Thailand,14.8971921,100.83273
