Argentina,-34.9964962,-64.9672816
Austria,47.2000338,13.199959
Belgium,50.6407351,4.66696
Bulgaria,42.6073975,25.4856617
British Columbia,55.0,-124.9999999
Ontario,50.0000002,-86.0
Cape Verde Islands,16.0000552,-24.0083946
Chile,-31.7613364,-71.3187696
Croatia,45.5643442,17.0118954
Denmark,55.670249,10.3333283
Egypt,26.2540493,29.2675469
Finland,63.2467777,25.9209164
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Iran,32.9407496,52.9471344
Israel,30.8760272,35.0015196
Sardinia,40.0912813,9.0305773
Sicily,37.587794,14.155048
Kirgizia,41.5089324,74.724091
Korea,35.3985008,127.937111
Korea, South,37.5540282,126.7893535
Macedonia,41.6171214,21.7168387
Moldova,47.286747,28.5110236
New Zealand,-41.500083,172.8344077
Pakistan,30.3308401,71.247499
Beijing (Peking),39.9059631,116.391248
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Adygey AO (Adigei),44.6939006,40.1520421
Moscow Oblast,55.5043158,38.0353929
Primor'ye Kray,45.0819456,134.726645
Sakhalin Oblast,49.7219665,143.448533
Tambov Oblast,52.9019574,41.3578918
Serbia,44.1534121,20.55144
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Turkey,38.9597594,34.9249653
Turkmenistan,39.3763807,59.3924609
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
Wales,52.2928116,-3.7389299
California,36.7014631,-118.7559973
Colorado,38.7251776,-105.6077166
Iowa,41.9216734,-93.3122704
Michigan,43.6211955,-84.6824345
Nebraska,41.7370229,-99.5873815
New York,40.7305991,-73.9865811
Washington,38.8949549,-77.0366455
Yemen,16.3471243,47.8915271
