Czech Republic,49.8167003,15.4749544
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Hungary,47.1817585,19.5060937
Ireland (north and south),52.865196,-7.9794598
Italy,42.6384261,12.674297
Moldova,47.286747,28.5110236
Montenegro,43.0285558,19.291739
Netherlands,52.2379891,5.53460738162
Gansu (Kansu),39.054054,99.091892
Poland,52.0977181,19.0258159
Primor'ye Kray,45.0819456,134.726645
Ul'yanovsk Oblast,54.1463177,47.2324921
Slovakia,48.7411522,19.4528646
Slovenia,45.8133113,14.4808369
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
England,52.7954791,-0.540240236617
