Austria,47.2000338,13.199959
Belgium,50.6407351,4.66696
Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Moldova,47.286747,28.5110236
Netherlands,52.2379891,5.53460738162
Romania,45.9852129,24.6859225
Lipetsk Oblast,52.6935178,39.1122664
Moscow Oblast,55.5043158,38.0353929
Tatarskaya ASSR,55.32628005,50.6806005253
Udmurt ASSR,57.1982875,52.7618345383
Slovakia,48.7411522,19.4528646
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Tselinograd Obl.,51.15092055,71.4388595155
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
