Austria,47.2000338,13.199959
Azerbaijan,40.3936294,47.7872508
Bulgaria,42.6073975,25.4856617
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
Estonia,58.7523778,25.3319078
Finland,63.2467777,25.9209164
France,46.603354,1.8883335
Georgia,41.6809707,44.0287382
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Hungary,47.1817585,19.5060937
Iran,32.9407496,52.9471344
Italy,42.6384261,12.674297
Lithuania,55.3500003,23.7499998
Mongolia,46.8250388,103.8499736
North Africa,41.4299403,-8.0932407
Norway,64.574131,11.5270102892
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Altai Kray,55.9257332,158.7054275
Irkutsk Oblast,56.6370122,104.719221
Kaluga (Kaluzhka) Oblast,54.5101087,36.2598115
Karelian ASSR,63.67556245,33.3094171806
Kostroma Oblast,58.424756,44.2533273
Moscow Oblast,55.5043158,38.0353929
Novgorod Oblast,58.2843833,32.5169757
Perm' Oblast,57.984591,56.2532829
St. Petersberg (Leningrad),59.9393657,30.3153628
Yakut ASSR,66.941626,129.642371
Yaroslavl' Oblast,57.7781976,39.0021095
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Tselinograd Obl.,51.15092055,71.4388595155
Turkey,38.9597594,34.9249653
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
California,36.7014631,-118.7559973
Siberia,5.89168285,-75.9300731239
