Belgium,50.6407351,4.66696
Bulgaria,42.6073975,25.4856617
British Columbia,55.0,-124.9999999
Czech Republic,49.8167003,15.4749544
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Kirgizia,41.5089324,74.724091
Lithuania,55.3500003,23.7499998
Moldova,47.286747,28.5110236
Netherlands,52.2379891,5.53460738162
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Tselinograd Obl.,51.15092055,71.4388595155
Turkey,38.9597594,34.9249653
England,52.7954791,-0.540240236617
California,36.7014631,-118.7559973
Idaho,43.6447642,-114.015407
Oregon,43.9792797,-120.7372569
Washington,38.8949549,-77.0366455
