Austria,47.2000338,13.199959
Belgium,50.6407351,4.66696
Bosnia Hercegovina,44.3053476,17.5961467
Bulgaria,42.6073975,25.4856617
Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
Estonia,58.7523778,25.3319078
Finland,63.2467777,25.9209164
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Latvia,56.8666904,24.5999717
Lithuania,55.3500003,23.7499998
Norway,64.574131,11.5270102892
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Altai Kray,55.9257332,158.7054275
Arkhangel'sk Oblast,63.4736289,43.7199849
Bryansk Oblast,52.8873315,33.415853
Irkutsk Oblast,56.6370122,104.719221
Tyumen' Oblast,58.8206488,70.3658837
Slovakia,48.7411522,19.4528646
Sweden,59.6749712,14.5208584
Tselinograd Obl.,51.15092055,71.4388595155
Ukraine,49.4871968,31.2718321
United Kingdom,54.7023545,-3.2765752
