Argentina,-34.9964962,-64.9672816
Austria,47.2000338,13.199959
Bulgaria,42.6073975,25.4856617
Alberta,55.0,-114.9999998
British Columbia,55.0,-124.9999999
New Brunswick,46.5,-66.7499999
Nova Scotia,45.0000002,-62.9999998
Ontario,50.0000002,-86.0
Quebec,54.0,-71.9999999
Saskatchewan,54.0,-105.9999999
Canary Islands,28.5306525,-15.7464438
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
Eritrea,15.9500319,37.9999668
Ethiopia,10.2116702,38.6521203
Finland,63.2467777,25.9209164
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Guam,13.4501257,144.75755103
Hawaii,21.2160437,-157.9752029
Hungary,47.1817585,19.5060937
Indonesia,-4.7993355,114.5632032
Iran,32.9407496,52.9471344
Iraq,33.0955793,44.1749775
Israel,30.8760272,35.0015196
Sicily,37.587794,14.155048
Jamaica,18.1850507,-77.3947692
Japan,36.5748441,139.2394179
Jordan,31.1667049,36.941628
Macedonia,41.6171214,21.7168387
Malaysia,2.3923759,112.8471939
peninsular,-33.5991294,150.8346571
Mexico,19.4326009,-99.1333415
Moldova,47.286747,28.5110236
Montenegro,43.0285558,19.291739
Netherlands,52.2379891,5.53460738162
North Africa,41.4299403,-8.0932407
Norway,64.574131,11.5270102892
Beijing (Peking),39.9059631,116.391248
Gansu (Kansu),39.054054,99.091892
Guangdong (Kwangtung),23.1357694,113.1982688
Guangxi (Kwangsi),24.0,109.0
Yunnan,25.0,102.0
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Rostov Oblast,47.6222451,40.7957942
Ul'yanovsk Oblast,54.1463177,47.2324921
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
South Africa,-28.8166235,24.991639
Sudan,14.5844444,29.4917691
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Taiwan,23.9739374,120.9820179
Tselinograd Obl.,51.15092055,71.4388595155
Turkey,38.9597594,34.9249653
Turkmenistan,39.3763807,59.3924609
Ukraine,49.4871968,31.2718321
United Arab Emirates,24.0002488,53.9994829
England,52.7954791,-0.540240236617
Alabama,33.2588817,-86.8295336
Arizona,34.395342,-111.7632754
California,36.7014631,-118.7559973
Colorado,38.7251776,-105.6077166
Connecticut,41.6500201,-72.7342162
Florida,27.7567667,-81.4639834
Idaho,43.6447642,-114.015407
Indiana,40.3270127,-86.1746932
Kansas,38.27312,-98.5821871
Louisiana,30.8703881,-92.0071259
Maine,45.709097,-68.85902
Maryland,39.5162234,-76.9382068
Massachusetts,42.3788774,-72.0323659
Michigan,43.6211955,-84.6824345
Mississippi,32.9715645,-89.7348496
Nebraska,41.7370229,-99.5873815
New York,40.7305991,-73.9865811
North Carolina,35.6729639,-79.0392918
Oregon,43.9792797,-120.7372569
Pennsylvania,40.9699889,-77.727883
South Dakota,44.6471761,-100.3487609
Texas,31.8160381,-99.5120985
Virginia,37.1232245,-78.492772
West Virginia,38.4758406,-80.8408414
Wisconsin,44.4308975,-89.6884636
Yemen,16.3471243,47.8915271
