Austria,47.2000338,13.199959
Bangladesh,24.4768783,90.2932426
Bulgaria,42.6073975,25.4856617
Canary Islands,28.5306525,-15.7464438
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Iran,32.9407496,52.9471344
Iraq,33.0955793,44.1749775
Israel,30.8760272,35.0015196
Sardinia,40.0912813,9.0305773
Sicily,37.587794,14.155048
Korea,35.3985008,127.937111
Macedonia,41.6171214,21.7168387
Madeira,32.75175465,-16.9817465613
Moldova,47.286747,28.5110236
Montenegro,43.0285558,19.291739
Netherlands,52.2379891,5.53460738162
Norway,64.574131,11.5270102892
Pakistan,30.3308401,71.247499
Zhejiang (Chekiang),29.0000001,119.9999999
Romania,45.9852129,24.6859225
Kaluga (Kaluzhka) Oblast,54.5101087,36.2598115
Khabarovsk Kray (Territory),51.6312684,136.121524
Moscow Oblast,55.5043158,38.0353929
Primor'ye Kray,45.0819456,134.726645
St. Petersberg (Leningrad),59.9393657,30.3153628
Ul'yanovsk Oblast,54.1463177,47.2324921
Vladimir Oblast,56.0503336,40.6561633
Voronezh Oblast,50.9800393,40.1506507
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Syria,34.6401861,39.0494106
Turkey,38.9597594,34.9249653
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
