Austria,47.2000338,13.199959
Belgium,50.6407351,4.66696
Bulgaria,42.6073975,25.4856617
Ontario,50.0000002,-86.0
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Macedonia,41.6171214,21.7168387
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Voronezh Oblast,50.9800393,40.1506507
Serbia,44.1534121,20.55144
Switzerland,46.7985624,8.2319736
Ukraine,49.4871968,31.2718321
Indiana,40.3270127,-86.1746932
Maryland,39.5162234,-76.9382068
Michigan,43.6211955,-84.6824345
New Jersey,40.0757384,-74.4041621
New York,40.7305991,-73.9865811
Ohio,40.2253569,-82.6881394
Pennsylvania,40.9699889,-77.727883
Virginia,37.1232245,-78.492772
West Virginia,38.4758406,-80.8408414
