Austria,47.2000338,13.199959
Belgium,50.6407351,4.66696
Bulgaria,42.6073975,25.4856617
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Greenland,77.6192349,-42.8125966
Iran,32.9407496,52.9471344
Israel,30.8760272,35.0015196
Italy,42.6384261,12.674297
Kirgizia,41.5089324,74.724091
Netherlands,52.2379891,5.53460738162
Sichuan (Szechwan),32.41875,102.6366383
Romania,45.9852129,24.6859225
Adygey AO (Adigei),44.6939006,40.1520421
Moscow Oblast,55.5043158,38.0353929
Omsk Oblast,56.0935263,73.5099936
Primor'ye Kray,45.0819456,134.726645
Sakhalin Oblast,49.7219665,143.448533
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
England,52.7954791,-0.540240236617
New York,40.7305991,-73.9865811
