Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Moldova,47.286747,28.5110236
Mongolia,46.8250388,103.8499736
Altai Kray,55.9257332,158.7054275
Chita Oblast (=Chitinskaya),52.0334094,113.5008922
Moscow Oblast,55.5043158,38.0353929
Primor'ye Kray,45.0819456,134.726645
St. Petersberg (Leningrad),59.9393657,30.3153628
Tyumen' Oblast,58.8206488,70.3658837
Slovakia,48.7411522,19.4528646
Sweden,59.6749712,14.5208584
Turkmenistan,39.3763807,59.3924609
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
Wales,52.2928116,-3.7389299
