Bulgaria,42.6073975,25.4856617
Manitoba,55.0000001,-97.0
Ontario,50.0000002,-86.0
Saskatchewan,54.0,-105.9999999
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Karnataka,14.5203896,75.7223521
Iran,32.9407496,52.9471344
Italy,42.6384261,12.674297
Netherlands,52.2379891,5.53460738162
Norway,64.574131,11.5270102892
Poland,52.0977181,19.0258159
Nizhniy Novgorod Oblast,56.3278821,44.0072897
St. Petersberg (Leningrad),59.9393657,30.3153628
Tomsk Oblast,58.6124279,82.0475315
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Syria,34.6401861,39.0494106
Tselinograd Obl.,51.15092055,71.4388595155
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
Alaska,64.4459613,-149.6809089
Georgia,41.6809707,44.0287382
Idaho,43.6447642,-114.015407
Kansas,38.27312,-98.5821871
Michigan,43.6211955,-84.6824345
Minnesota,45.9896587,-94.6113287
New York,40.7305991,-73.9865811
Oregon,43.9792797,-120.7372569
Siberia,5.89168285,-75.9300731239
