Austria,47.2000338,13.199959
Ontario,50.0000002,-86.0
Prince Edward Island,46.3202067,-63.4594099
Czech Republic,49.8167003,15.4749544
Finland,63.2467777,25.9209164
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Moldova,47.286747,28.5110236
Montenegro,43.0285558,19.291739
Netherlands,52.2379891,5.53460738162
New Zealand,-41.500083,172.8344077
Norway,64.574131,11.5270102892
Moscow Oblast,55.5043158,38.0353929
Slovakia,48.7411522,19.4528646
Slovenia,45.8133113,14.4808369
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Turkey,38.9597594,34.9249653
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
Scotland,56.7861112,-4.1140517
Delaware,38.6920451,-75.4013314
District of Columbia,38.8949549,-77.0366455
Illinois,40.0796319,-89.4339808
Indiana,40.3270127,-86.1746932
Maryland,39.5162234,-76.9382068
Michigan,43.6211955,-84.6824345
Missouri,38.7604815,-92.5617874
New Jersey,40.0757384,-74.4041621
New York,40.7305991,-73.9865811
Ohio,40.2253569,-82.6881394
Oregon,43.9792797,-120.7372569
Pennsylvania,40.9699889,-77.727883
Virginia,37.1232245,-78.492772
Washington,38.8949549,-77.0366455
