Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
Karnataka,14.5203896,75.7223521
Lithuania,55.3500003,23.7499998
Netherlands,52.2379891,5.53460738162
Fujian (Fukien),26.5450001,117.842778
Hunan (Hunan),27.9995878,112.009538
Jilin (Kirin),42.9995032,125.9816054
Liaoning,40.9975197,122.9955469
Kaluga (Kaluzhka) Oblast,54.5101087,36.2598115
Moscow Oblast,55.5043158,38.0353929
Primor'ye Kray,45.0819456,134.726645
St. Petersberg (Leningrad),59.9393657,30.3153628
Slovakia,48.7411522,19.4528646
Sweden,59.6749712,14.5208584
England,52.7954791,-0.540240236617
Wales,52.2928116,-3.7389299
