Bulgaria,42.6073975,25.4856617
Canary Islands,28.5306525,-15.7464438
Czech Republic,49.8167003,15.4749544
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Greece,39.000041,21.9999569
Hungary,47.1817585,19.5060937
Ireland (north and south),52.865196,-7.9794598
Italy,42.6384261,12.674297
Madeira,32.75175465,-16.9817465613
Malta,27.5015719,85.2451666
Norway,64.574131,11.5270102892
Portugal,40.033265,-7.8896262
Ul'yanovsk Oblast,54.1463177,47.2324921
Slovakia,48.7411522,19.4528646
Sweden,59.6749712,14.5208584
England,52.7954791,-0.540240236617
