Austria,47.2000338,13.199959
Bulgaria,42.6073975,25.4856617
Czech Republic,49.8167003,15.4749544
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Latvia,56.8666904,24.5999717
Lithuania,55.3500003,23.7499998
Moldova,47.286747,28.5110236
Netherlands,52.2379891,5.53460738162
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Moscow Oblast,55.5043158,38.0353929
Nizhniy Novgorod Oblast,56.3278821,44.0072897
Ryazan Oblast,54.4226732,40.5705246
Serbia,44.1534121,20.55144
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Tselinograd Obl.,51.15092055,71.4388595155
England,52.7954791,-0.540240236617
