Austria,47.2000338,13.199959
Bulgaria,42.6073975,25.4856617
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
Germany,51.0834196,10.4234469
Ireland (north and south),52.865196,-7.9794598
Japan,36.5748441,139.2394179
Netherlands,52.2379891,5.53460738162
Papua New Guinea,-5.6816068,144.2489081
Fujian (Fukien),26.5450001,117.842778
Hainan,19.2000001,109.5999999
Primor'ye Kray,45.0819456,134.726645
Sakhalin Oblast,49.7219665,143.448533
Sweden,59.6749712,14.5208584
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
