Andaman and Nicobar Islands,10.2188344,92.5771329
Andhra Pradesh,15.9240905,80.1863809
Assam,26.4073841,93.2551303
Bihar,25.6440845,85.906508
Delhi,28.6517178,77.2219388
Himachal Pradesh,31.9292352,77.1828462
Jammu & Kashmir,34.0476564,76.7972892
Jharkhand,23.4559809,85.2557301
Karnataka,14.5203896,75.7223521
Kerala,10.3529588,76.5119752
Maharashtra,19.531932,76.0554568
Odisha,20.5431241,84.6897321
Rajasthan,26.8105777,73.7684549
Tamil Nadu,10.9094334,78.3665347
Uttar Pradesh,27.1303344,80.859666
West Bengal,22.9964948,87.6855882
Madagascar,-18.9249603,46.4416422
Nepal,28.1082107,84.0917515
Saudi Arabia,25.6242618,42.3528328
